,saved_runs_avg,score_avg
0,-20.088775510204083,0.0
1,-14.895198412698413,0.0
2,-12.466609977324264,0.0
3,-10.059897959183672,0.0
4,-6.4373696145124715,0.0
5,-4.965992063492063,0.0
6,-3.20093537414966,0.0
7,-0.7831916099773244,0.0047619047380952385
8,-0.4623299319727891,0.0047619047380952385
9,-0.2958843537414966,0.0047619047380952385
10,-0.07151927437641727,0.014285714214285714
11,0.5749773242630385,0.020630439782708503
12,0.7427437641723357,0.034916153996994215
13,0.5202494331065759,0.04443996347318469
14,0.7024773242630385,0.057131789771595644
15,0.7897789115646259,0.08888193621483988
16,0.7904024943310658,0.11109790423894401
17,0.7941439909297051,0.14283641967217742
18,0.7985090702947846,0.15712213388646312
19,0.8013435374149659,0.17933985650185913
20,0.7998979591836735,0.21980315249128932
21,0.8018537414965986,0.26581594560112276
22,0.8016269841269842,0.28959748117554457
23,0.8002947845804987,0.34592650722005575
24,0.803611111111111,0.36971281912689447
25,0.8033843537414966,0.418106432183875
26,0.8028458049886621,0.45949236408368205
27,0.8053968253968253,0.5204585079462335
28,0.8057369614512471,0.5436106341440621
29,0.8076814058956916,0.5526485282376936
